ano,regiao,uf_sigla,municipio,categoria,nivel_atencao,numero_prof_padronizado
2024,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,Primária,4.5
2012,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Agente Comunitário de Saúde,Primária,94.0
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biomédico,Terciária,1.0
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,OUTROS/MÚLTIPLOS,3.25
2017,Região Centro-Oeste,GO,Cristalina,Biomédico,Terciária,0.2
2017,Região Centro-Oeste,GO,Novo Gama,Cirurgião Dentista,Secundária,1.0
2025,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Secundária,8.05
2025,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,Primária,59.2
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Radiologia e Imagenologia,Secundária,21.65
2014,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Terciária,45.0
2014,Região Centro-Oeste,GO,Luziânia,Psicólogo,Primária,6.5
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico em Radiologia e Imagenologia,Terciária,2.8
2021,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,OUTROS/MÚLTIPLOS,4.0
2019,Região Centro-Oeste,GO,Cristalina,Cirurgião Dentista,OUTROS/MÚLTIPLOS,0.2
2019,Região Centro-Oeste,GO,Novo Gama,Nutricionista,Primária,0.75
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,Terciária,9.525
2026,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,OUTROS/MÚLTIPLOS,4.5
2026,Região Centro-Oeste,GO,Cristalina,Farmacêutico,OUTROS/MÚLTIPLOS,21.5
2026,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,Primária,87.6
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Terciária,69.8
2011,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,OUTROS/MÚLTIPLOS,3.5
2011,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,Secundária,1.0
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Farmácia,Terciária,1.0
2023,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Saúde Bucal,Secundária,4.0
2023,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Primária,1.75
2023,Região Centro-Oeste,GO,Luziânia,Farmacêutico,OUTROS/MÚLTIPLOS,212.925
2016,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Primária,46.25
2016,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Terciária,11.5
2016,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Primária,1.25
2016,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Prótese Dentária,Secundária,2.5
2016,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,Primária,66.75
2010,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico Veterinário,Primária,1.0
2010,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Secundária,11.1
2013,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Primária,50.1
2008,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Secundária,7.5
2015,Região Centro-Oeste,GO,Novo Gama,Nutricionista,Primária,0.75
2022,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Primária,58.75
2022,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,Secundária,15.125
2020,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,Primária,4.0
2020,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biomédico,Secundária,3.95
2020,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Primária,30.5
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,Secundária,151.8
2012,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Terciária,1.0
2012,Região Centro-Oeste,GO,Cidade Ocidental,Nutricionista,Primária,0.5
2018,Região Centro-Oeste,GO,Cidade Ocidental,Fisioterapeuta,Primária,4.0
2018,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Saúde Bucal,Primária,12.0
2009,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Secundária,1.0
2009,Região Centro-Oeste,GO,Cidade Ocidental,Agente Comunitário de Saúde,OUTROS/MÚLTIPLOS,33.0
2025,Região Centro-Oeste,GO,Luziânia,Biólogo,OUTROS/MÚLTIPLOS,0.75
2025,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Terciária,64.6
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,Terciária,3.75
2014,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,Terciária,5.65
2014,Região Centro-Oeste,GO,Luziânia,Profissional de Educação Física,Primária,1.0
2014,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Agente Comunitário de Saúde,Primária,89.0
2021,Região Centro-Oeste,GO,Cristalina,Médico,Secundária,20.65
2021,Região Centro-Oeste,GO,Cristalina,Farmacêutico,OUTROS/MÚLTIPLOS,5.5
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fisioterapeuta,Secundária,2.0
2019,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Secundária,0.35
2019,Região Centro-Oeste,GO,Cristalina,Terapeuta Ocupacional,Primária,0.15
2019,Região Centro-Oeste,GO,Luziânia,Agente Comunitário de Saúde,Primária,110.0
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Fisioterapeuta,Primária,0.75
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Profissional de Educação Física,Primária,8.0
2011,Região Centro-Oeste,GO,Cidade Ocidental,Biomédico,Terciária,0.15
2011,Região Centro-Oeste,GO,Cristalina,Biólogo,Terciária,1.0
2011,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Terciária,78.5
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fisioterapeuta,Terciária,2.875
2016,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Primária,19.0
2010,Região Centro-Oeste,GO,Novo Gama,Cirurgião Dentista,Secundária,1.2
2013,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,Secundária,11.9
2008,Região Centro-Oeste,GO,Valparaíso de Goiás,Biólogo,Secundária,2.75
2022,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Secundária,73.7
2022,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Secundária,6.7
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Primária,58.05
2024,Região Centro-Oeste,GO,Cristalina,Fisioterapeuta,Terciária,0.5
2024,Região Centro-Oeste,GO,Novo Gama,Médico,Primária,48.55
2012,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Secundária,0.95
2012,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Secundária,3.3
2009,Região Centro-Oeste,GO,Valparaíso de Goiás,Biólogo,Primária,1.0
2017,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,Primária,4.0
2017,Região Centro-Oeste,GO,Luziânia,Nutricionista,Primária,2.0
2017,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,Primária,0.75
2017,Região Centro-Oeste,GO,Valparaíso de Goiás,Assistente Social,Terciária,1.5
2021,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,3.0
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,Secundária,2.0
2019,Região Centro-Oeste,GO,Luziânia,Médico,Primária,32.0
2019,Região Centro-Oeste,GO,Luziânia,Nutricionista,Primária,2.0
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biomédico,Primária,2.0
2026,Região Centro-Oeste,GO,Cidade Ocidental,Nutricionista,Primária,6.5
2026,Região Centro-Oeste,GO,Cidade Ocidental,Assistente Social,OUTROS/MÚLTIPLOS,0.5
2026,Região Centro-Oeste,GO,Cristalina,Biomédico,OUTROS/MÚLTIPLOS,5.4
2011,Região Centro-Oeste,GO,Cidade Ocidental,Assistente Social,Primária,0.5
2011,Região Centro-Oeste,GO,Novo Gama,Agente Comunitário de Saúde,Primária,78.0
2023,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Secundária,3.7
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Primária,19.65
2010,Região Centro-Oeste,GO,Cristalina,Biólogo,Terciária,1.0
2010,Região Centro-Oeste,GO,Novo Gama,Biólogo,Secundária,0.5
2013,Região Centro-Oeste,GO,Cristalina,Médico,Terciária,11.275
2013,Região Centro-Oeste,GO,Luziânia,Fonoaudiólogo,Secundária,1.25
2008,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,OUTROS/MÚLTIPLOS,0.5
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico em Farmácia,Secundária,2.25
2020,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Secundária,1.0
2020,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Secundária,0.3
2020,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Primária,18.0
2020,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,OUTROS/MÚLTIPLOS,0.6
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Terciária,18.05
2024,Região Centro-Oeste,GO,Cidade Ocidental,Profissional de Educação Física,Primária,6.25
2024,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Prótese Dentária,Secundária,0.5
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Secundária,100.575
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Fonoaudiólogo,Terciária,1.5
2012,Região Centro-Oeste,GO,Cidade Ocidental,Cirurgião Dentista,OUTROS/MÚLTIPLOS,1.0
2012,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Primária,0.5
2012,Região Centro-Oeste,GO,Luziânia,Biólogo,Terciária,1.6
2012,Região Centro-Oeste,GO,Luziânia,Fonoaudiólogo,Secundária,1.25
2012,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,OUTROS/MÚLTIPLOS,0.3
2018,Região Centro-Oeste,GO,Cristalina,Cirurgião Dentista,Primária,12.5
2018,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Primária,3.0
2018,Região Centro-Oeste,GO,Valparaíso de Goiás,Enfermeiro,Secundária,37.9
2009,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Terciária,3.2
2009,Região Centro-Oeste,GO,Luziânia,Fonoaudiólogo,Secundária,1.5
2017,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Primária,27.5
2017,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biólogo,Secundária,0.5
2025,Região Centro-Oeste,GO,Luziânia,Farmacêutico,Terciária,17.1
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Fonoaudiólogo,Secundária,6.4
2021,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,OUTROS/MÚLTIPLOS,12.5
2021,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Secundária,72.5
2019,Região Centro-Oeste,GO,Luziânia,Biomédico,Terciária,0.75
2019,Região Centro-Oeste,GO,Novo Gama,Agente Comunitário de Saúde,Primária,71.0
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Prótese Dentária,Secundária,3.5
2026,Região Centro-Oeste,GO,Cristalina,Médico,Primária,34.85
2026,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,1.0
2026,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Saúde Bucal,Primária,1.0
2011,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,Secundária,5.125
2011,Região Centro-Oeste,GO,Luziânia,Técnico em Radiologia e Imagenologia,Terciária,5.5
2011,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Primária,24.0
2023,Região Centro-Oeste,GO,Cristalina,Médico,Terciária,20.375
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Primária,50.75
2016,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Secundária,9.75
2010,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Terciária,15.5
2010,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,Terciária,1.5
2010,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,Primária,20.5
2010,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Cirurgião Dentista,Secundária,1.4
2013,Região Centro-Oeste,GO,Cristalina,Terapeuta Ocupacional,Secundária,1.8
2013,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Primária,61.0
2008,Região Centro-Oeste,GO,Cidade Ocidental,Psicólogo,Terciária,0.5
2008,Região Centro-Oeste,GO,Novo Gama,Agente Comunitário de Saúde,Primária,79.0
2008,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Primária,1.0
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Biomédico,Terciária,0.5
2022,Região Centro-Oeste,GO,Novo Gama,Psicólogo,Primária,1.5
2020,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Primária,1.75
2020,Região Centro-Oeste,GO,Cristalina,Assistente Social,OUTROS/MÚLTIPLOS,0.8
2020,Região Centro-Oeste,GO,Luziânia,Farmacêutico,OUTROS/MÚLTIPLOS,145.775
2020,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fisioterapeuta,Secundária,1.0
2024,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fonoaudiólogo,Primária,5.25
2009,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,16.7
2025,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,Secundária,5.475
2025,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Terciária,11.6
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Secundária,20.9
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico em Farmácia,OUTROS/MÚLTIPLOS,1.1
2025,Região Centro-Oeste,GO,Valparaíso de Goiás,Fonoaudiólogo,Terciária,1.5
2014,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,3.0
2021,Região Centro-Oeste,GO,Cristalina,Nutricionista,Secundária,0.5
2021,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Terciária,124.1
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Terciária,4.4
2019,Região Centro-Oeste,GO,Cidade Ocidental,Médico,Primária,35.0
2019,Região Centro-Oeste,GO,Cristalina,Fisioterapeuta,Secundária,3.35
2019,Região Centro-Oeste,GO,Cristalina,Médico,Terciária,16.475
2019,Região Centro-Oeste,GO,Luziânia,Nutricionista,Secundária,2.5
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Primária,24.75
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Terciária,1.85
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Terapeuta Ocupacional,Secundária,1.25
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Secundária,6.35
2023,Região Centro-Oeste,GO,Cristalina,Enfermeiro,Primária,31.0
2023,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,Primária,1.0
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Secundária,5.8
2023,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Secundária,14.95
2016,Região Centro-Oeste,GO,Luziânia,Enfermeiro,OUTROS/MÚLTIPLOS,13.0
2016,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Terciária,11.8
2013,Região Centro-Oeste,GO,Cristalina,Fonoaudiólogo,Secundária,1.35
2013,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Primária,1.0
2013,Região Centro-Oeste,GO,Valparaíso de Goiás,Fisioterapeuta,Secundária,2.3
2008,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Primária,12.5
2015,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Primária,0.75
2022,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Primária,4.5
2020,Região Centro-Oeste,GO,Cidade Ocidental,Cirurgião Dentista,Secundária,1.0
2020,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Primária,1.0
2020,Região Centro-Oeste,GO,Luziânia,Biólogo,OUTROS/MÚLTIPLOS,0.75
2020,Região Centro-Oeste,GO,Novo Gama,Assistente Social,Secundária,2.0
2012,Região Centro-Oeste,GO,Luziânia,Agente Comunitário de Saúde,Primária,131.0
2012,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Primária,21.25
2018,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Secundária,37.475
2018,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,2.75
2009,Região Centro-Oeste,GO,Valparaíso de Goiás,Nutricionista,Primária,0.75
2017,Região Centro-Oeste,GO,Cidade Ocidental,Técnico ou Auxiliar de Enfermagem,Primária,25.0
2017,Região Centro-Oeste,GO,Luziânia,Farmacêutico,OUTROS/MÚLTIPLOS,7.75
2025,Região Centro-Oeste,GO,Luziânia,Enfermeiro,Terciária,85.025
2014,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Primária,1.0
2021,Região Centro-Oeste,GO,Cidade Ocidental,Farmacêutico,Primária,1.0
2021,Região Centro-Oeste,GO,Luziânia,Fisioterapeuta,OUTROS/MÚLTIPLOS,1.75
2021,Região Centro-Oeste,GO,Luziânia,Nutricionista,Terciária,1.0
2021,Região Centro-Oeste,GO,Novo Gama,Fisioterapeuta,Primária,2.25
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Terciária,13.2
2019,Região Centro-Oeste,GO,Novo Gama,Técnico em Radiologia e Imagenologia,Secundária,0.5
2019,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico,Secundária,55.85
2026,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Primária,99.2
2026,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,Secundária,79.25
2026,Região Centro-Oeste,GO,Novo Gama,Médico,Secundária,82.425
2026,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Biomédico,Terciária,4.5
2011,Região Centro-Oeste,GO,Águas Lindas de Goiás,Fonoaudiólogo,Secundária,1.0
2011,Região Centro-Oeste,GO,Luziânia,Biólogo,Terciária,2.1
2023,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Primária,33.2
2023,Região Centro-Oeste,GO,Luziânia,Profissional de Educação Física,Primária,2.0
2016,Região Centro-Oeste,GO,Novo Gama,Enfermeiro,Secundária,11.05
2010,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Secundária,10.5
2010,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,Primária,1.0
2013,Região Centro-Oeste,GO,Águas Lindas de Goiás,Enfermeiro,Terciária,8.0
2013,Região Centro-Oeste,GO,Valparaíso de Goiás,Psicólogo,Secundária,2.0
2015,Região Centro-Oeste,GO,Cristalina,Farmacêutico,Secundária,2.25
2015,Região Centro-Oeste,GO,Cristalina,Biólogo,Secundária,1.1
2015,Região Centro-Oeste,GO,Cristalina,Assistente Social,OUTROS/MÚLTIPLOS,0.8
2015,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Enfermagem,Secundária,30.5
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,Primária,59.75
2015,Região Centro-Oeste,GO,Valparaíso de Goiás,Nutricionista,Terciária,0.75
2022,Região Centro-Oeste,GO,Luziânia,Nutricionista,OUTROS/MÚLTIPLOS,1.0
2022,Região Centro-Oeste,GO,Novo Gama,Nutricionista,Primária,0.75
2024,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Primária,11.25
2024,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Secundária,56.9
2024,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Primária,2.0
2012,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,2.0
2012,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fisioterapeuta,Primária,3.0
2018,Região Centro-Oeste,GO,Cidade Ocidental,Profissional de Educação Física,Primária,6.0
2018,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Primária,56.75
2018,Região Centro-Oeste,GO,Novo Gama,Cirurgião Dentista,Secundária,1.0
2018,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Terciária,3.8
2017,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Primária,1.75
2017,Região Centro-Oeste,GO,Luziânia,Técnico ou Auxiliar de Enfermagem,Primária,50.25
2014,Região Centro-Oeste,GO,Luziânia,Cirurgião Dentista,Primária,18.4
2014,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Terciária,2.95
2014,Região Centro-Oeste,GO,Valparaíso de Goiás,Biomédico,Primária,1.5
2021,Região Centro-Oeste,GO,Cidade Ocidental,Técnico em Radiologia e Imagenologia,Secundária,0.75
2021,Região Centro-Oeste,GO,Cidade Ocidental,Biomédico,Secundária,1.45
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Secundária,2.4
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Cirurgião Dentista,Secundária,4.25
2019,Região Centro-Oeste,GO,Cidade Ocidental,Biomédico,Secundária,1.45
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico em Radiologia e Imagenologia,Terciária,2.4
2019,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Farmacêutico,Terciária,4.55
2026,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Saúde Bucal,OUTROS/MÚLTIPLOS,1.75
2011,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Primária,21.75
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Terciária,2.0
2023,Região Centro-Oeste,GO,Luziânia,Médico,Primária,53.7
2023,Região Centro-Oeste,GO,Luziânia,Assistente Social,OUTROS/MÚLTIPLOS,5.25
2023,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Primária,25.0
2016,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Enfermeiro,Terciária,12.0
2016,Região Centro-Oeste,GO,Valparaíso de Goiás,Médico Veterinário,OUTROS/MÚLTIPLOS,1.5
2010,Região Centro-Oeste,GO,Cidade Ocidental,Cirurgião Dentista,Secundária,0.75
2010,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Fisioterapeuta,Terciária,2.2
2013,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,2.0
2008,Região Centro-Oeste,GO,Novo Gama,Técnico ou Auxiliar de Saúde Bucal,Secundária,1.0
2008,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,Primária,0.5
2008,Região Centro-Oeste,GO,Valparaíso de Goiás,Farmacêutico,Secundária,2.75
2015,Região Centro-Oeste,GO,Luziânia,Farmacêutico,OUTROS/MÚLTIPLOS,9.0
2015,Região Centro-Oeste,GO,Luziânia,Nutricionista,OUTROS/MÚLTIPLOS,1.0
2022,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Saúde Bucal,Primária,1.0
2022,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Terciária,11.2
2022,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Nutricionista,Terciária,2.1
2020,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,Secundária,2.5
2020,Região Centro-Oeste,GO,Cristalina,Assistente Social,Primária,0.5
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Cirurgião Dentista,Secundária,29.7
2020,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Saúde Bucal,Secundária,6.0
2024,Região Centro-Oeste,GO,Cidade Ocidental,Enfermeiro,Terciária,14.4
2024,Região Centro-Oeste,GO,Luziânia,Nutricionista,OUTROS/MÚLTIPLOS,1.75
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Técnico ou Auxiliar de Enfermagem,OUTROS/MÚLTIPLOS,7.6
2024,Região Centro-Oeste,GO,Valparaíso de Goiás,Fonoaudiólogo,Secundária,4.9
2018,Região Centro-Oeste,GO,Águas Lindas de Goiás,Médico,Terciária,13.05
2009,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Terciária,46.5
2009,Região Centro-Oeste,GO,Luziânia,Assistente Social,Primária,1.0
2009,Região Centro-Oeste,GO,Valparaíso de Goiás,Assistente Social,Secundária,1.25
2017,Região Centro-Oeste,GO,Luziânia,Nutricionista,Terciária,1.75
2017,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Médico,Terciária,6.55
2025,Região Centro-Oeste,GO,Novo Gama,Técnico em Radiologia e Imagenologia,Secundária,9.5
2014,Região Centro-Oeste,GO,Águas Lindas de Goiás,Psicólogo,Secundária,4.0
2014,Região Centro-Oeste,GO,Luziânia,Terapeuta Ocupacional,Primária,1.0
2014,Região Centro-Oeste,GO,Novo Gama,Farmacêutico,OUTROS/MÚLTIPLOS,0.5
2021,Região Centro-Oeste,GO,Cristalina,Médico,Primária,19.25
2021,Região Centro-Oeste,GO,Luziânia,Assistente Social,Primária,4.0
2021,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Psicólogo,Primária,3.5
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Nutricionista,Primária,6.75
2019,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Enfermagem,Terciária,28.0
2019,Região Centro-Oeste,GO,Cidade Ocidental,Profissional de Educação Física,Primária,6.0
2026,Região Centro-Oeste,GO,Luziânia,Enfermeiro,OUTROS/MÚLTIPLOS,25.7
2026,Região Centro-Oeste,GO,Santo Antônio do Descoberto,Técnico ou Auxiliar de Enfermagem,Terciária,64.35
2011,Região Centro-Oeste,GO,Águas Lindas de Goiás,Assistente Social,Secundária,0.75
2011,Região Centro-Oeste,GO,Cristalina,Técnico ou Auxiliar de Enfermagem,Secundária,4.25
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Farmacêutico,OUTROS/MÚLTIPLOS,12.25
2023,Região Centro-Oeste,GO,Águas Lindas de Goiás,Técnico ou Auxiliar de Saúde Bucal,Primária,2.0
